metric_name,metric_date_start,metric_date_end,metric_text,metric_value,metric_numerator,metric_denominator,mmwr_year,mmwr_week
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19535 12:00:00 AM,07/04/2023 12:00:00 PM,,249,,,2023,27
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19534 12:00:00 AM,07/03/2023 12:00:00 PM,,191,,,2023,27
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19533 12:00:00 AM,07/02/2023 12:00:00 PM,,191,,,2023,27
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19532 12:00:00 AM,07/01/2023 12:00:00 PM,,191,,,2023,26
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19531 12:00:00 AM,06/30/2023 12:00:00 PM,,164,,,2023,26
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19530 12:00:00 AM,06/29/2023 12:00:00 PM,,164,,,2023,26
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19529 12:00:00 AM,06/28/2023 12:00:00 PM,,150,,,2023,26
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19528 12:00:00 AM,06/27/2023 12:00:00 PM,,150,,,2023,26
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19527 12:00:00 AM,06/26/2023 12:00:00 PM,,109,,,2023,26
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19526 12:00:00 AM,06/25/2023 12:00:00 PM,,109,,,2023,26
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19525 12:00:00 AM,06/24/2023 12:00:00 PM,,109,,,2023,25
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19524 12:00:00 AM,06/23/2023 12:00:00 PM,,85,,,2023,25
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19523 12:00:00 AM,06/22/2023 12:00:00 PM,,85,,,2023,25
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19522 12:00:00 AM,06/21/2023 12:00:00 PM,,82,,,2023,25
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19521 12:00:00 AM,06/20/2023 12:00:00 PM,,96,,,2023,25
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19520 12:00:00 AM,06/19/2023 12:00:00 PM,,117,,,2023,25
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19519 12:00:00 AM,06/18/2023 12:00:00 PM,,117,,,2023,25
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19518 12:00:00 AM,06/17/2023 12:00:00 PM,,117,,,2023,24
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19517 12:00:00 AM,06/16/2023 12:00:00 PM,,131,,,2023,24
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19516 12:00:00 AM,06/15/2023 12:00:00 PM,,131,,,2023,24
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19515 12:00:00 AM,06/14/2023 12:00:00 PM,,159,,,2023,24
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19514 12:00:00 AM,06/13/2023 12:00:00 PM,,162,,,2023,24
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19513 12:00:00 AM,06/12/2023 12:00:00 PM,,190,,,2023,24
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19512 12:00:00 AM,06/11/2023 12:00:00 PM,,190,,,2023,24
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19511 12:00:00 AM,06/10/2023 12:00:00 PM,,190,,,2023,23
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19510 12:00:00 AM,06/09/2023 12:00:00 PM,,202,,,2023,23
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19509 12:00:00 AM,06/08/2023 12:00:00 PM,,202,,,2023,23
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19508 12:00:00 AM,06/07/2023 12:00:00 PM,,173,,,2023,23
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19507 12:00:00 AM,06/06/2023 12:00:00 PM,,173,,,2023,23
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19506 12:00:00 AM,06/05/2023 12:00:00 PM,,169,,,2023,23
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19505 12:00:00 AM,06/04/2023 12:00:00 PM,,169,,,2023,23
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19504 12:00:00 AM,06/03/2023 12:00:00 PM,,169,,,2023,22
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19503 12:00:00 AM,06/02/2023 12:00:00 PM,,170,,,2023,22
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19502 12:00:00 AM,06/01/2023 12:00:00 PM,,170,,,2023,22
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19501 12:00:00 AM,05/31/2023 12:00:00 PM,,193,,,2023,22
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19500 12:00:00 AM,05/30/2023 12:00:00 PM,,193,,,2023,22
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19499 12:00:00 AM,05/29/2023 12:00:00 PM,,222,,,2023,22
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19498 12:00:00 AM,05/28/2023 12:00:00 PM,,222,,,2023,22
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19497 12:00:00 AM,05/27/2023 12:00:00 PM,,222,,,2023,21
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19496 12:00:00 AM,05/26/2023 12:00:00 PM,,206,,,2023,21
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19495 12:00:00 AM,05/25/2023 12:00:00 PM,,206,,,2023,21
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19494 12:00:00 AM,05/24/2023 12:00:00 PM,,174,,,2023,21
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19493 12:00:00 AM,05/23/2023 12:00:00 PM,,174,,,2023,21
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19492 12:00:00 AM,05/22/2023 12:00:00 PM,,143,,,2023,21
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19491 12:00:00 AM,05/21/2023 12:00:00 PM,,143,,,2023,21
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19490 12:00:00 AM,05/20/2023 12:00:00 PM,,143,,,2023,20
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19489 12:00:00 AM,05/19/2023 12:00:00 PM,,128,,,2023,20
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19488 12:00:00 AM,05/18/2023 12:00:00 PM,,128,,,2023,20
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19487 12:00:00 AM,05/17/2023 12:00:00 PM,,154,,,2023,20
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19486 12:00:00 AM,05/16/2023 12:00:00 PM,,154,,,2023,20
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19485 12:00:00 AM,05/15/2023 12:00:00 PM,,156,,,2023,20
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19484 12:00:00 AM,05/14/2023 12:00:00 PM,,156,,,2023,20
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19483 12:00:00 AM,05/13/2023 12:00:00 PM,,156,,,2023,19
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19482 12:00:00 AM,05/12/2023 12:00:00 PM,,181,,,2023,19
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19481 12:00:00 AM,05/11/2023 12:00:00 PM,,181,,,2023,19
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19480 12:00:00 AM,05/10/2023 12:00:00 PM,,200,,,2023,19
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19479 12:00:00 AM,05/09/2023 12:00:00 PM,,200,,,2023,19
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19478 12:00:00 AM,05/08/2023 12:00:00 PM,,207,,,2023,19
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19477 12:00:00 AM,05/07/2023 12:00:00 PM,,207,,,2023,19
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19476 12:00:00 AM,05/06/2023 12:00:00 PM,,207,,,2023,18
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19475 12:00:00 AM,05/05/2023 12:00:00 PM,,240,,,2023,18
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19474 12:00:00 AM,05/04/2023 12:00:00 PM,,240,,,2023,18
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19473 12:00:00 AM,05/03/2023 12:00:00 PM,,205,,,2023,18
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19472 12:00:00 AM,05/02/2023 12:00:00 PM,,205,,,2023,18
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19471 12:00:00 AM,05/01/2023 12:00:00 PM,,215,,,2023,18
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19470 12:00:00 AM,04/30/2023 12:00:00 PM,,215,,,2023,18
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19469 12:00:00 AM,04/29/2023 12:00:00 PM,,215,,,2023,17
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19468 12:00:00 AM,04/28/2023 12:00:00 PM,,199,,,2023,17
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19467 12:00:00 AM,04/27/2023 12:00:00 PM,,199,,,2023,17
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19466 12:00:00 AM,04/26/2023 12:00:00 PM,,186,,,2023,17
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19465 12:00:00 AM,04/25/2023 12:00:00 PM,,186,,,2023,17
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19464 12:00:00 AM,04/24/2023 12:00:00 PM,,176,,,2023,17
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19463 12:00:00 AM,04/23/2023 12:00:00 PM,,176,,,2023,17
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19462 12:00:00 AM,04/22/2023 12:00:00 PM,,167,,,2023,16
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19461 12:00:00 AM,04/21/2023 12:00:00 PM,,154,,,2023,16
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19460 12:00:00 AM,04/20/2023 12:00:00 PM,,154,,,2023,16
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19459 12:00:00 AM,04/19/2023 12:00:00 PM,,159,,,2023,16
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19458 12:00:00 AM,04/18/2023 12:00:00 PM,,159,,,2023,16
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19457 12:00:00 AM,04/17/2023 12:00:00 PM,,182,,,2023,16
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19456 12:00:00 AM,04/16/2023 12:00:00 PM,,182,,,2023,16
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19455 12:00:00 AM,04/15/2023 12:00:00 PM,,201,,,2023,15
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19454 12:00:00 AM,04/14/2023 12:00:00 PM,,220,,,2023,15
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19453 12:00:00 AM,04/13/2023 12:00:00 PM,,222,,,2023,15
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19452 12:00:00 AM,04/12/2023 12:00:00 PM,,232,,,2023,15
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19451 12:00:00 AM,04/11/2023 12:00:00 PM,,247,,,2023,15
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19450 12:00:00 AM,04/10/2023 12:00:00 PM,,233,,,2023,15
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19449 12:00:00 AM,04/09/2023 12:00:00 PM,,244,,,2023,15
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19448 12:00:00 AM,04/08/2023 12:00:00 PM,,271,,,2023,14
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19447 12:00:00 AM,04/07/2023 12:00:00 PM,,293,,,2023,14
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19446 12:00:00 AM,04/06/2023 12:00:00 PM,,295,,,2023,14
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19445 12:00:00 AM,04/05/2023 12:00:00 PM,,287,,,2023,14
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19444 12:00:00 AM,04/04/2023 12:00:00 PM,,269,,,2023,14
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19443 12:00:00 AM,04/03/2023 12:00:00 PM,,262,,,2023,14
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19442 12:00:00 AM,04/02/2023 12:00:00 PM,,241,,,2023,14
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19441 12:00:00 AM,04/01/2023 12:00:00 PM,,215,,,2023,13
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19440 12:00:00 AM,03/31/2023 12:00:00 PM,,219,,,2023,13
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19439 12:00:00 AM,03/30/2023 12:00:00 PM,,248,,,2023,13
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19438 12:00:00 AM,03/29/2023 12:00:00 PM,,256,,,2023,13
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19437 12:00:00 AM,03/28/2023 12:00:00 PM,,269,,,2023,13
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19436 12:00:00 AM,03/27/2023 12:00:00 PM,,302,,,2023,13
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19435 12:00:00 AM,03/26/2023 12:00:00 PM,,367,,,2023,13
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19434 12:00:00 AM,03/25/2023 12:00:00 PM,,420,,,2023,12
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19433 12:00:00 AM,03/24/2023 12:00:00 PM,,423,,,2023,12
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19432 12:00:00 AM,03/23/2023 12:00:00 PM,,412,,,2023,12
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19431 12:00:00 AM,03/22/2023 12:00:00 PM,,450,,,2023,12
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19430 12:00:00 AM,03/21/2023 12:00:00 PM,,423,,,2023,12
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19429 12:00:00 AM,03/20/2023 12:00:00 PM,,402,,,2023,12
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19428 12:00:00 AM,03/19/2023 12:00:00 PM,,383,,,2023,12
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19427 12:00:00 AM,03/18/2023 12:00:00 PM,,369,,,2023,11
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19426 12:00:00 AM,03/17/2023 12:00:00 PM,,342,,,2023,11
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19425 12:00:00 AM,03/16/2023 12:00:00 PM,,325,,,2023,11
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19424 12:00:00 AM,03/15/2023 12:00:00 PM,,312,,,2023,11
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19423 12:00:00 AM,03/14/2023 12:00:00 PM,,312,,,2023,11
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19422 12:00:00 AM,03/13/2023 12:00:00 PM,,320,,,2023,11
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19421 12:00:00 AM,03/12/2023 12:00:00 PM,,310,,,2023,11
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19420 12:00:00 AM,03/11/2023 12:00:00 PM,,316,,,2023,10
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19419 12:00:00 AM,03/10/2023 12:00:00 PM,,350,,,2023,10
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19418 12:00:00 AM,03/09/2023 12:00:00 PM,,377,,,2023,10
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19417 12:00:00 AM,03/08/2023 12:00:00 PM,,387,,,2023,10
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19416 12:00:00 AM,03/07/2023 12:00:00 PM,,416,,,2023,10
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19415 12:00:00 AM,03/06/2023 12:00:00 PM,,423,,,2023,10
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19414 12:00:00 AM,03/05/2023 12:00:00 PM,,438,,,2023,10
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19413 12:00:00 AM,03/04/2023 12:00:00 PM,,459,,,2023,9
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19412 12:00:00 AM,03/03/2023 12:00:00 PM,,420,,,2023,9
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19411 12:00:00 AM,03/02/2023 12:00:00 PM,,394,,,2023,9
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19410 12:00:00 AM,03/01/2023 12:00:00 PM,,404,,,2023,9
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19409 12:00:00 AM,02/28/2023 12:00:00 PM,,439,,,2023,9
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19408 12:00:00 AM,02/27/2023 12:00:00 PM,,426,,,2023,9
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19407 12:00:00 AM,02/26/2023 12:00:00 PM,,401,,,2023,9
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19406 12:00:00 AM,02/25/2023 12:00:00 PM,,377,,,2023,8
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19405 12:00:00 AM,02/24/2023 12:00:00 PM,,393,,,2023,8
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19404 12:00:00 AM,02/23/2023 12:00:00 PM,,420,,,2023,8
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19403 12:00:00 AM,02/22/2023 12:00:00 PM,,439,,,2023,8
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19402 12:00:00 AM,02/21/2023 12:00:00 PM,,441,,,2023,8
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19401 12:00:00 AM,02/20/2023 12:00:00 PM,,478,,,2023,8
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19400 12:00:00 AM,02/19/2023 12:00:00 PM,,517,,,2023,8
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19399 12:00:00 AM,02/18/2023 12:00:00 PM,,512,,,2023,7
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19398 12:00:00 AM,02/17/2023 12:00:00 PM,,538,,,2023,7
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19397 12:00:00 AM,02/16/2023 12:00:00 PM,,588,,,2023,7
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19396 12:00:00 AM,02/15/2023 12:00:00 PM,,561,,,2023,7
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19395 12:00:00 AM,02/14/2023 12:00:00 PM,,559,,,2023,7
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19394 12:00:00 AM,02/13/2023 12:00:00 PM,,558,,,2023,7
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19393 12:00:00 AM,02/12/2023 12:00:00 PM,,598,,,2023,7
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19392 12:00:00 AM,02/11/2023 12:00:00 PM,,681,,,2023,6
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19391 12:00:00 AM,02/10/2023 12:00:00 PM,,694,,,2023,6
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19390 12:00:00 AM,02/09/2023 12:00:00 PM,,674,,,2023,6
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19389 12:00:00 AM,02/08/2023 12:00:00 PM,,743,,,2023,6
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19388 12:00:00 AM,02/07/2023 12:00:00 PM,,765,,,2023,6
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19387 12:00:00 AM,02/06/2023 12:00:00 PM,,854,,,2023,6
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19386 12:00:00 AM,02/05/2023 12:00:00 PM,,817,,,2023,6
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19385 12:00:00 AM,02/04/2023 12:00:00 PM,,796,,,2023,5
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19384 12:00:00 AM,02/03/2023 12:00:00 PM,,818,,,2023,5
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19383 12:00:00 AM,02/02/2023 12:00:00 PM,,800,,,2023,5
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19382 12:00:00 AM,02/01/2023 12:00:00 PM,,723,,,2023,5
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19381 12:00:00 AM,01/31/2023 12:00:00 PM,,745,,,2023,5
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19380 12:00:00 AM,01/30/2023 12:00:00 PM,,653,,,2023,5
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19379 12:00:00 AM,01/29/2023 12:00:00 PM,,685,,,2023,5
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19378 12:00:00 AM,01/28/2023 12:00:00 PM,,688,,,2023,4
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19377 12:00:00 AM,01/27/2023 12:00:00 PM,,720,,,2023,4
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/19376 12:00:00 AM,01/26/2023 12:00:00 PM,,718,,,2023,4
